committee,cers_id,reports,type,amended_date,last_report,city,state,officer_1,officer_2,positions,2020_expenditures,num_2020_expenditures,2020_contributions,num_2020_contributions,cash_on_hand
"Home Builders Assn. of Billings, MT Inc.",380,2,Independent,06/03/05,NA,Billings,MT,"Smith, Denise M",,,0.0,0,0.0,0,0.0
MedQuest Pharmacy,8357,1,Incidental,02/28/20,NA,North  Salt Lake,UT,"Bray, Jeffery R",,Support: To Support Conservative Candidates and Causes,12000.0,1,0.0,0,-12000.0
Russ Plath Law Office Committee,6071,3,Incidental,11/28/16,NA,Billings,MT,"Plath, Russ","Taylor, Mary C",Support: Judge Dirk Sandefur for MT Supreme Court,0.0,0,0.0,0,-1283.0
Bitterroot Public Library Levy Campaign,8351,2,Ballot Issue,05/28/20,NA,HAMILTON,MT,"Darby, Mary Ann",,Support: library levee,7802.87,4,12000.0,2,4197.13
St Patrick Hospital,5109,1,Incidental,03/31/16,NA,Missoula,MT,"Fee, Jeffrey",,Support: Support local school bond ballot measure,0.0,0,0.0,0,-20000.0
Montana Federation Of Republican Women,354,29,Political Party,03/28/20,NA,Columbus,MT,"Hickman, Deborah S","Keffer, Shirlee",,25710.17,73,38861.34,214,15727.75
PacificSource Health Plans,7289,2,Incidental,05/16/18,NA,Helena,MT,"Lovshin, Todd","Hensley, Jennifer","Support: LR 128, Support: I-185",0.0,0,0.0,0,7500.0
DAGA People's Lawyer Project Montana,8426,4,Independent,06/15/20,NA,Polson,MT,"Pickrell, Aaron","Mielnik, Megan","Other: Make independent expenditures in support of Democratic candidates for AG, and in opposition to Republican candidates for AG.",1178.0,2,128999.2,3,113822.0
Save Our Country from Extremism,3309,1,Independent,08/15/16,NA,Townsend,MT,"Turcotte, Helen","Putz, Paul M",Support: To maintain the moderate political climate in Broadwater county and counter attempts by political extremists of any persuasion to expand their foothold here.,0.0,0,0.0,0,210.48
Nelson Farms,8003,1,Incidental,07/16/19,NA,Homestead,MT,"Wenetta, Katie",,Support: To Support Conservative Candidates and Causes,1000.0,1,0.0,0,-1000.0
Marijuana Policy Project,8363,4,Incidental,03/02/20,NA,Washington,DC,"Schweich, Matthew","Moffat, Jared",Support: New Approach Montana,29745.63,8,0.0,0,-29745.63
Montana Human Rights Network,5465,2,Incidental,06/27/16,NA,Helena,MT,"Abbott, Kim",,Support: Issue education supporting Yes fo YES Campaign,0.0,0,0.0,0,-3612.47
Montana Land Surveyors Pac  (mls-pac),2902,10,Independent,06/11/18,NA,Columbia Falls,MT,"Mc Donald, Kay",,"Support: Daniel Zolnikov for HD45, Support: Becky Beard for House District 80, Support: Kristen Juras - Supreme  Court Justice, Support: Debra Lamm, Support: Scott Sales for Senate District 35, Support: Adam Hertz for HD 96, Support: Ross Fitzgerald - HD17, Other: Promote the election of candidates for public elective office who support a better business climate and strong economy., Support: Forrest Mandeville for HD57, Support: Terry Gauthier for SD40, Support: Ed Greef for HD88, Support: Vince Ricci, Support: Jobs for Montana PAC",2603.9,5,-1020.0,2,7231.04
St. Vincent Healthcare,6375,1,Incidental,08/07/17,NA,Billings,MT,"Keippel, April",,Support: Montanans for Higher Education,0.0,0,0.0,0,-10000.0
"Odegaard Miller Law, PLLC",7452,9,Incidental,06/30/20,NA,Billings,MT,"Odegaard, Paul D","Taylor, Mary C","Support: To make contributions to independent committees for independent expenditures for candidates and issues that impact the civil justice system., Other: Contributions are not earmarked for any specific candidates or ballot issues. ",204.0,1,306.0,2,-4898.0
"Montana Land Reliance, The",7169,3,Incidental,06/25/18,NA,Helena,MT,"Delger-DeMars, Lois E.",,Support: Vote FOR Open Lands - Gallatin County ,0.0,0,0.0,0,-28571.09
PacificSource Health Plans,5647,1,Incidental,08/10/17,NA,Helena,MT,"Lovshin, Todd","Hensley, Jennifer",Support: I-181,0.0,0,0.0,0,-2500.0
Providence St. Patrick Hospital Incidental Committee,7149,10,Incidental,11/19/18,NA,Missoula,MT,"Federici, Kristen",,Support: I-185,0.0,0,0.0,0,-612041.3
Tri-County Implement Inc,8541,1,Incidental,03/26/20,NA,Sidney,MT,"Chistensen, Tami",,,0.0,0,3000.0,1,3000.0
Deer Lodge Medical Center in Support of Montanans for 6 Mill Levy,7914,1,Incidental,12/03/18,NA,DEER LODGE,MT,"Pfaff, Tony",,Support: 6 Mill Levy,0.0,0,0.0,0,-1000.0
SOUTHWEST MONTANA SAFARI CLUB INTERNATIONAL,6248,1,Incidental,11/09/16,NA,BOZEMAN,MT,"HAMMOND, ROB",,Oppose: I-177,0.0,0,0.0,0,-9300.0
Flathead County Libertarian Party,6316,5,Political Party,04/03/17,NA,Whitefish,MT,"McGlenn, Mark","Gardner, Evan","Support: Support Libertarian Party issues, philosophy, and candidates for political office",0.0,0,0.0,0,77.71
MFPE PAC,407,34,Independent,01/14/19,NA,Helena,MT,"Burke, Erik",,"Support: MDLCC, Support: Doug Kaercher PSC1, Support: Support candidates who advocate for education and public services, Support: Rex Renk for Clerk of the Supreme Court, Support: Andy Shirtliff for PSC # 5",74522.27,24,14427.19,213,17875.3
Republicans for Freedom,7373,11,Independent,11/02/18,NA,Columbia Falls,MT,"Regier, Matt",,"Support: Lola Sheldon-Galloway - HD22, Support: Steven Galloway for Senate District 12, Support: Greg DeVries, Support: DAN SKATTUM",6000.0,1,11177.8,21,6399.24
MontPIRG (Montana Public Interest Research Group),5819,3,Incidental,11/29/16,NA,Missoula,MT,"Morsette, Antonio",,"Other: Not in support or opposition of any candidate or ballot issue. Electioneering Communication only, Other: To educate & empower the next generation of civic leaders through hands on work to get students out to vote & protect our outdoors",0.0,0,0.0,0,-12617.42
"Beck & Amsden, PLLC",5537,1,Incidental,05/26/16,NA,Bozeman,MT,"Beck, Monte",,Support: Friends of Law & Justice Center Committee to help fund new Law & Justice Center for Gallatin County,0.0,0,0.0,0,-10000.0
Flathead County Democratic Women's Club,253,15,Political Party,09/17/18,NA,Kalispell,MT,"Mollica, Elisabeth","Souder, Jamie","Support: Dave Fern for House District 5, Support: Rex Renk for Clerk of the Supreme Court, Support: Robert Petersen for House District 9, Support: James Cossitt for House District 7, Support: Kwen L. Shirley for House District 4, Support: Mary Custer for House District 6, Support: Andy Shirtliff for PSC # 5, Support: Tom Clark for Flathead County Commissioner, Support: Zac Perry for House District 3, Support: Kathleen Williams for US Congress, Support: JoBeth Blair for House District 11, Support: Diane Taylor-Mahnke for Senate District 4",26310.16,79,1986.29,74,12310.82
Montana Broom and Brush,6854,1,Incidental,12/04/17,NA,Butte,MT,"Whelan, Robert J.",,Support: YES for Helena's Future,0.0,0,0.0,0,-6000.0
Custer County Republican Central Committee,240,21,Political Party,05/22/20,NA,MILES CITY,MT,"Ellis, Bill H",,Support: Support Local Republican Candidates,1428.31,9,1215.0,4,580.12
Montana Trout Unlimited,6964,9,Incidental,11/26/18,NA,Missoula,MT,"Jessica, McCutcheon",,,0.0,0,0.0,0,-80033.46
Moderie Law Firm,5728,1,Incidental,09/01/16,NA,Polson,MT,"Moderie, Ann L.","Taylor, Mary","Other: Contributions are not earmarked for any specific candidates or ballot issues., Support: Dirk Sandefur - Supreme Court, Support: To make contributions to independent committees for independent expenditures for candidates and issues that impact the civil justice system.",0.0,0,0.0,0,0.0
Kalispell Chamber of Commerce (Kalispell elementary district operating levy),7051,1,Incidental,05/15/18,NA,Kalispell,MT,"Unterreiner, Joe",,Support: Kalispell Elemtary Schools operating levy election,0.0,0,0.0,0,0.0
Glendive Education Assn COPE,377,2,Independent,06/20/16,NA,Glendive,MT,"Pedersen, Nancy",,"Support: Support candidates who care about public education, public services, and public employees. We support school mill levies.",0.0,0,0.0,0,926.08
"American Civil Liberties Union, Inc.",7000,7,Incidental,08/24/18,NA,New York,NY,"Dougherty, Terence",,Oppose: I-183,0.0,0,0.0,0,-27467.45
AAUW of Montana,6072,1,Incidental,10/07/16,NA,Great Falls,MT,"Levine, Michele R",,Other: Educate voters with non-partisan non-endorsing voter guide on candidates' positions on AAUW issues,0.0,0,0.0,0,-1105.54
Montana Families United Combined,5637,1,Independent,04/21/17,NA,Bozeman,MT,"Lair, Stephanie",,,0.0,0,0.0,0,7712.63
Citizens for Fiscal Responsibility,3872,6,Independent,03/08/16,NA,Billings,MT,"Sizemore, Joshua T",,Support: Support Fiscally responsible Candidates for Public Office,0.0,0,0.0,0,3449.96
Judith Basin County Republican Central Cmte,1919,11,Political Party,05/07/18,NA,Buffalo,MT,"Osmundson, Jessica A",,Support: Support Republican Party,585.0,1,0.0,0,501.48
Montana Beer & Wine Distributors PAC,360,29,Independent,05/07/20,NA,Helena,MT,"McGuire, Sherri",,"Support: Jade Bahr for HD 50, Support: Jen Gross for SD 25, Support: Matt Regier for HD4, Support: Katie Sullivan for HD 89, Support: Moffie Funk for HD 82, Support: Wendy McKamey for HD19, Support: Rhonda Knudsen for HD34, Support: Greg Hertz for Senate District 6, Support: Seth Berglee for HD58, Support: Jim Keane – HD 73, Support: David Fern for HD 5, Support: Dan Bartel for HD 29, Support: Greg Gianforte for Governor, Support: Rebecca Beard for HD80, Support: Kim Abbott for HD 83, Support: Austin Knudsen for Attorney General, Support: Carl Glimm for SD 2, Support: Austin Knudsen for Attorney General, Support: Alice Buckley for HD63, Support: Bradley Tschida for HD 97, Support: Donavon Hawk for HD76, Support: Montana United, Support: John Fuller for HD8, Monitor: Issues related to Beet & Wine Regulation, Support: David Dunn for HD9, Support: Barbara Bassette for HD 24, Support: Frank Smith for HD31, Support: Kelsey Cooley for HD 94, Support: Vince Ricci for HD 55, Support: Randall Chamberlin for HD64, Support: Kenneth Walsh for HD71, Support: Amy Regier for HD6, Support: Gary Perry for SD 35, Support: Susanne Vinton - HD56, Support: Katie Zolnikov for HD45, Support: Wylie Galt for HD 30, Support: Barry Usher for HD40, Support: Sara Novak for HD77, Support: Steve Gunderson for HD 1, Support: Keith Regier for SD 3, Support: Willis Curdy for HD 98, Support: Andrea Olsen for HD100, Support: Laurie Bishop for HD 60, Support: Mary Caferro HD 81, Support: Gordon Pierson for SD39, Support: Linda Reksten for HD12, Support: Edith McClafferty for SD 38, Support: MRLCC, Support: Emma Kerr-Carpenter, Support: Derek Skees - HD11, Support: Marty Malone for HD59, Support: Denley Loge for HD 14, Support: Katharin Kelker for HD47, Support: Steven Hinebauch for SD 18, Support: James Patelis for HD52, Support: Derek Harvey for HD 74, Support: Bob Brown for SD 7, Support: Dan Salomon for SD 47, Support: Cindy Younkin for HD71, Support: Steven Fitzpatrick - SD10, Support: Neil Duram, Support: David Moore for HD 99, Support: Josh Kassmier, Support: Mike Lang for SD 17, Support: Terrill Moore for HD54, Support: Brandon Ler for HD35, Support: Sharon Stewart-Peregoy HD 42, Support: Mark Noland for HD10, Support: Brad Hamlett for HD 23, Support: Ryan Lynch for SD37, Support: MDLCC",20926.9,97,22540.0,31,14097.96
Citizens Against Local Option Gas Tax,8640,2,Ballot Issue,04/08/20,NA,Helena,MT,"Longcake, Brad",,Oppose: Missoula Local Option Gas tax,8621.11,2,8700.0,2,78.89
SCL Health Montana Incidental Committee,7039,10,Incidental,12/04/18,NA,Billings,MT,"Laslovich, Jesse",,Support: Contribution made to support ballot initiative #9 to increase tobacco tax to support health care programs,0.0,0,0.0,0,-1202323.53
Gallatin County Republican Women,7551,5,Political Party,02/26/20,NA,Bozeman,MT,"Vance, Shelley",,Support: To promote an informed public through political education & activity; promote Republican Party principles & ideals; work for the election of Republican Party nominees,13389.83,75,12966.0,357,6146.57
"Archie Cochrane Motors, Inc.",5449,1,Incidental,05/19/16,NA,Billings,MT,"Brayko, Garry",,Support: Yes for Yellowstone Elder Services,0.0,0,0.0,0,-1000.0
ACLU of Montana,8781,1,Incidental,05/07/20,NA,Missoula,MT,"SK, Rossi",,Other: We do not plan to directly support or oppose and candidates or ballot issues.,0.0,0,70000.0,1,70000.0
Ash Grove Cement Company,6178,1,Incidental,10/31/16,NA,Overland Park,KS,"Clark, Jacqueline",,Other: To give funds to the Montana Business PAC to support pro-business candidates,0.0,0,0.0,0,-5000.0
Montana State Afl-cio,6999,11,Incidental,03/27/20,NA,Helena,MT,"Ekblad, Alan D","Nisbet, Lorri L","Support: Brian Close HD 61/Dems Primary, Support: Mike Cooney/Dems Primary",25000.0,1,0.0,0,-100500.0
Democratic Governors Association-Montana,352,29,Independent,02/18/19,NA,Washington,DC,"Smith, Sean","Lee, Noam",,104826.85,8,108000.0,4,3895.12
OpenSourceMT,5509,18,Independent,02/12/19,NA,Bozeman,MT,"Rosenzweig, Scott","Davis, Swep",,0.0,0,0.0,0,344.0
MINE PAC aka Montana Mining Assn.,4974,13,Independent,02/22/16,NA,Whitehall,MT,"Johnson, Tamara J",,,0.0,0,0.0,0,3939.54
Gallatin County,8017,2,Incidental,11/20/19,NA,Bozeman,MT,"Bermes, Whitney A",,Other: Educate citizens about the impacts of the passage or failure of $59 million bond to help pay to replace Gallatin County Law and Justice Center ,15590.67,16,0.0,0,-15590.67
Montana Credit Union League PAC,2127,21,Independent,01/30/18,NA,Helena,MT,"Kenyon, Tracie G",,"Support: Adam Hertz for HD 96, Support: Jessica Karjala for HD 48, Support: Amy Rapp for HD 20, Support: Fred Thomas for SD 44, Support: Mike Cuffe for HD 2, Support: Keith Regier for SD 3, Support: Carolyn Pease-Lopez for SD 21, Support: John Bedford for HD 45, Support: Tom Jacobson for HD 21, Support: Ryan Lynch for HD 76, Support: Dan Salomon for SD 47, Support: Jeff Essmann for HD 54, Support: Joel Krautter for HD 35, Support: Kelly McCarthy for HD 49, Support: Willis Curdy for HD 98, Support: Mary Ann Dunwell for HD 84, Support: Shoots Veis for HD 51, Support: Kathy Swanson for HD 77, Support: Alan Redfield for HD 59, Support: Austin Knudsen for HD 34",1800.0,3,0.0,0,996.34
Evergreen Educational Association Political Action Committee,8443,7,Independent,03/16/20,NA,Kalispell,MT,"Makela, Teresa K",,,28.28,1,284.0,3,255.72
Montana Game Wardens Political Fund,1892,8,Independent,10/01/16,NA,Helena,MT,"Darrah, Jeff","Strozewski, Nicole",,0.0,0,0.0,0,402.17
Central Valley Firefighters Pac,3061,12,Independent,10/11/16,NA,Belgrade,MT,"Stratman, Anthony",,,0.0,0,68.97,1,233.33
PPAMTC4IC,7071,7,Incidental,04/23/18,NA,Billings,MT,"Ranta, Katie","Terrill, Laura",Monitor: General Election,0.0,0,0.0,0,0.0
Sweet Grass County Republican Central Cmte.,335,1,Political Party,10/07/16,NA,Big Timber,MT,"Faw, Judy",,"Support: To promote Republican Party Values in Sweet Grass County, elect Republican candidates, and work to spread conservative views.",0.0,0,0.0,0,698.86
"Cok Kinzler, PLLP",5584,1,Incidental,06/21/16,NA,Bozeman,MT,"Cok, Michael",,Oppose: Bond issue to finance a new law and justice center,0.0,0,0.0,0,-10000.0
Barrett Hospital & HealthCare for 6 Mill Levy,7917,1,Incidental,12/05/18,NA,Dillon,MT,"Achter, Richard",,Support: 6 Mill Levy,0.0,0,0.0,0,-1000.0
Missoula County Republican Women,3011,5,Independent,03/01/18,NA,Missoula,MT,"Chapman, Jill",,"Support: Bring women together to positively impact the direction of out nation, create a collective force, increase the effectiveness, encourage and support etc",0.0,0,0.0,0,1226.93
Mission Valley Republican Womens Club,5709,5,Political Party,12/28/17,NA,St. Ignatius,MT,"Straus, Marsha R",,,0.0,0,0.0,0,0.0
"Tarlow & Stonecipher, PLLC",5563,1,Incidental,06/09/16,NA,Bozeman,MT,"Tarlow, John H",,Support: Friends of Law & Justice Center Committee to help fund new Law & Justice Center for Gallatin County,0.0,0,0.0,0,-5000.0
Express Recovery Incidental Committee,7406,1,Incidental,06/12/18,NA,West Valley City,UT,"Camp, Michelle R",,Other: contribution to MHA PAC,0.0,0,0.0,0,-650.0
Monida Healthcare Network,7992,1,Incidental,06/17/19,NA,Missoula,MT,"Luther, Jessie",,Other: contribution to MHA PAC,200.0,1,0.0,0,-200.0
Dick Anderson Construction,6347,1,Incidental,06/06/17,NA,Helena,MT,"McGreevey, Cory",,Support: Yes for Cascade County Jobs,0.0,0,0.0,0,-15000.0
Jefferson County Democratic Central Cmte.,274,9,Political Party,04/24/20,NA,Whitehall,MT,"Evans, Melody S",,,362.0,8,830.19,7,2171.38
Wisconsin Trappers Association District 11,5831,1,Incidental,09/21/16,NA,Muskego,WI,"Zainer , Jeff  J",,Oppose: Oppose I-177,0.0,0,0.0,0,-150.0
Rosebud County Republican Women's Club,2523,10,Political Party,03/27/20,NA,Forsyth,MT,"Rohrich, C.",,"Support: Elsie Arntzen, Support: Jason Small for SD 21, Support: Tim Fox for AG, Support: Corey Stapleton for Secretary of State, Support: Zinke for Congress",0.0,0,0.0,0,5142.15
Powell County Republican Central Cmte.,310,4,Political Party,06/28/16,NA,Helmville,MT,"Davis, Eleanor S.",,,0.0,0,0.0,0,782.53
Ash Grove Cement Company,8340,1,Incidental,03/23/20,NA,Overland Park,KS,"Ryan, Steve",,Other: Support pro-business candidates for office,0.0,0,0.0,0,-7000.0
Build Montana PAC (Affiliate of the MT AFL-CIO),6351,3,Incidental,03/26/20,NA,Helena,MT,"Ekblad, Alan",,,0.0,0,0.0,0,0.0
Montana Association of REALTORS,7569,5,Incidental,09/25/18,NA,Helena,MT,"Sam, Sill",,Other: To generally support the activities of the Realtors for Better Government independent committee,3369.4,3,1363.32,1,-19163.85
"McLaughlin Research Institute for Biomedical Sciences, Inc.",5021,14,Incidental,03/09/17,NA,Great Falls,MT,"Reiquam, Chris","Zimmerman, Andrew","Support: Support of Montanans for Research and Cures for initial polling and studies, legal, and consulting for potential biomedical research ballot initiative--filed, not yet approved for signature collection",0.0,0,0.0,0,-206382.59
Baron & Budd Healthy Montana,7524,1,Incidental,08/29/18,NA,Helena,MT,"Luther, Jessie L",,Support: contribution made to ballot initiative to increase tobacco taxes to help fund certain health care programs,0.0,0,0.0,0,-10000.0
Montana Hospital Association,5222,2,Incidental,06/08/16,NA,Helena,MT,"Olsen, Robert",,Other: Support Montana Hospitals. MHA became an incidental committee to report in-kind contributions to share design costs for IEs with other Association PACs.,0.0,0,0.0,0,0.0
